Episodio 6: Loss=2052.9392, Epsilon=0.970
Episodio 7, Ronda 1: Acción=5, Reward=0.0
Episodio 7, Ronda 2: Acción=3, Reward=0.0
Episodio 7, Ronda 3: Acción=1, Reward=0.0
Episodio 7, Ronda 4: Acción=6, Reward=0.0
Episodio 7, Ronda 5: Acción=2, Reward=0.0
Episodio 7, Ronda 6: Acción=1, Reward=0.0
Episodio 7, Ronda 7: Acción=0, Reward=0.0
Episodio 7, Ronda 8: Acción=1, Reward=0.0
Episodio 7, Ronda 9: Acción=0, Reward=0.0
Episodio 7, Ronda 10: Acción=6, Reward=0.0
Episodio 7, Ronda 11: Acción=5, Reward=0.0
Episodio 7, Ronda 12: Acción=4, Reward=0.0
Episodio 7, Ronda 13: Acción=1, Reward=0.0
Episodio 7, Ronda 14: Acción=1, Reward=0.0
Episodio 7, Ronda 15: Acción=2, Reward=0.0
Episodio 7, Ronda 16: Acción=0, Reward=0.0
Episodio 7, Ronda 17: Acción=5, Reward=0.0
Episodio 7, Ronda 18: Acción=3, Reward=0.0
Episodio 7, Ronda 19: Acción=2, Reward=0.0
Episodio 7, Ronda 20: Acción=2, Reward=0.0
Episodio 7, Ronda 21: Acción=2, Reward=0.0
Episodio 7, Ronda 22: Acción=3, Reward=0.0
Episodio 7, Ronda 23: Acción=6, Reward=0.0
Episodio 7, Ronda 24: Acción=5, Reward=0.0
Episodio 7, Ronda 25: Acción=6, Reward=0.0
Episodio 7, Ronda 26: Acción=0, Reward=0.0
Episodio 7, Ronda 27: Acción=4, Reward=0.0
Episodio 7, Ronda 28: Acción=0, Reward=0.0
Episodio 7, Ronda 29: Acción=4, Reward=0.0
Episodio 7, Ronda 30: Acción=0, Reward=0.0
Episodio 7, Ronda 31: Acción=3, Reward=0.0
Episodio 7, Ronda 32: Acción=6, Reward=0.0
Episodio 7, Ronda 33: Acción=4, Reward=0.0
Episodio 7, Ronda 34: Acción=3, Reward=-169.0
Episodio 7: Loss=2502.1670, Epsilon=0.966
Episodio 8, Ronda 1: Acción=0, Reward=0.0
Episodio 8, Ronda 2: Acción=6, Reward=0.0
Episodio 8, Ronda 3: Acción=2, Reward=0.0
Episodio 8, Ronda 4: Acción=4, Reward=0.0
Episodio 8, Ronda 5: Acción=4, Reward=0.0
Episodio 8, Ronda 6: Acción=5, Reward=0.0
Episodio 8, Ronda 7: Acción=5, Reward=0.0
Episodio 8, Ronda 8: Acción=5, Reward=0.0
Episodio 8, Ronda 9: Acción=2, Reward=0.0
Episodio 8, Ronda 10: Acción=0, Reward=0.0
Episodio 8, Ronda 11: Acción=3, Reward=0.0
Episodio 8, Ronda 12: Acción=2, Reward=0.0
Episodio 8, Ronda 13: Acción=4, Reward=0.0
Episodio 8, Ronda 14: Acción=0, Reward=0.0
Episodio 8, Ronda 15: Acción=0, Reward=0.0
Episodio 8, Ronda 16: Acción=0, Reward=0.0
Episodio 8, Ronda 17: Acción=5, Reward=0.0
Episodio 8, Ronda 18: Acción=2, Reward=0.0
Episodio 8, Ronda 19: Acción=0, Reward=0.0
Episodio 8, Ronda 20: Acción=4, Reward=0.0
Episodio 8, Ronda 21: Acción=5, Reward=0.0
Episodio 8, Ronda 22: Acción=5, Reward=0.0
Episodio 8, Ronda 23: Acción=2, Reward=0.0
Episodio 8, Ronda 24: Acción=4, Reward=0.0
Episodio 8, Ronda 25: Acción=6, Reward=0.0
Episodio 8, Ronda 26: Acción=6, Reward=0.0
Episodio 8, Ronda 27: Acción=6, Reward=0.0
Episodio 8, Ronda 28: Acción=2, Reward=0.0
Episodio 8, Ronda 29: Acción=5, Reward=0.0
Episodio 8, Ronda 30: Acción=1, Reward=0.0
Episodio 8, Ronda 31: Acción=6, Reward=361.0
Episodio 8: Loss=452.0034, Epsilon=0.961
Episodio 9, Ronda 1: Acción=4, Reward=0.0
Episodio 9, Ronda 2: Acción=4, Reward=0.0
Episodio 9, Ronda 3: Acción=3, Reward=0.0
Episodio 9, Ronda 4: Acción=0, Reward=0.0
Episodio 9, Ronda 5: Acción=5, Reward=0.0
Episodio 9, Ronda 6: Acción=0, Reward=0.0
Episodio 9, Ronda 7: Acción=6, Reward=0.0
Episodio 9, Ronda 8: Acción=1, Reward=0.0
Episodio 9, Ronda 9: Acción=6, Reward=0.0
Episodio 9, Ronda 10: Acción=2, Reward=0.0
Episodio 9, Ronda 11: Acción=4, Reward=0.0
Episodio 9, Ronda 12: Acción=4, Reward=0.0
Episodio 9, Ronda 13: Acción=4, Reward=0.0
Episodio 9, Ronda 14: Acción=2, Reward=0.0
Episodio 9, Ronda 15: Acción=4, Reward=0.0
Episodio 9, Ronda 16: Acción=3, Reward=0.0
Episodio 9, Ronda 17: Acción=0, Reward=0.0
Episodio 9, Ronda 18: Acción=4, Reward=0.0
Episodio 9, Ronda 19: Acción=0, Reward=0.0
Episodio 9, Ronda 20: Acción=3, Reward=0.0
Episodio 9, Ronda 21: Acción=0, Reward=0.0
Episodio 9, Ronda 22: Acción=3, Reward=0.0
Episodio 9, Ronda 23: Acción=4, Reward=0.0
Episodio 9, Ronda 24: Acción=2, Reward=0.0
Episodio 9, Ronda 25: Acción=0, Reward=0.0
Episodio 9, Ronda 26: Acción=6, Reward=0.0
Episodio 9, Ronda 27: Acción=2, Reward=0.0
Episodio 9, Ronda 28: Acción=3, Reward=0.0
Episodio 9, Ronda 29: Acción=1, Reward=0.0
Episodio 9, Ronda 30: Acción=3, Reward=0.0
Episodio 9, Ronda 31: Acción=4, Reward=0.0
Episodio 9, Ronda 32: Acción=2, Reward=0.0
Episodio 9, Ronda 33: Acción=2, Reward=0.0
Episodio 9, Ronda 34: Acción=4, Reward=0.0
Episodio 9, Ronda 35: Acción=0, Reward=0.0
Episodio 9, Ronda 36: Acción=5, Reward=0.0
Episodio 9, Ronda 37: Acción=2, Reward=0.0
Episodio 9, Ronda 38: Acción=1, Reward=0.0
Episodio 9, Ronda 39: Acción=4, Reward=0.0
Episodio 9, Ronda 40: Acción=5, Reward=-81.0
Episodio 9: Loss=1.1778, Epsilon=0.956
Episodio 10, Ronda 1: Acción=0, Reward=0.0
Episodio 10, Ronda 2: Acción=1, Reward=0.0
Episodio 10, Ronda 3: Acción=6, Reward=0.0
Episodio 10, Ronda 4: Acción=1, Reward=0.0
Episodio 10, Ronda 5: Acción=3, Reward=0.0
Episodio 10, Ronda 6: Acción=0, Reward=0.0
Episodio 10, Ronda 7: Acción=3, Reward=0.0
Episodio 10, Ronda 8: Acción=2, Reward=0.0
Episodio 10, Ronda 9: Acción=2, Reward=0.0
Episodio 10, Ronda 10: Acción=4, Reward=0.0
Episodio 10, Ronda 11: Acción=5, Reward=0.0
Episodio 10, Ronda 12: Acción=1, Reward=0.0
Episodio 10, Ronda 13: Acción=2, Reward=0.0
Episodio 10, Ronda 14: Acción=3, Reward=0.0
Episodio 10, Ronda 15: Acción=5, Reward=0.0
